역명,호선,측정일시,초미세먼지(내부),운행횟수,자치구,초미세먼지(외부)
이촌(4),4호선,2021042708,70.9,307.0,용산구,11.0
녹사평(6),6호선,2021042708,32.5,330.0,용산구,11.0
삼각지(6),6호선,2021042708,26.8,330.0,용산구,11.0
이태원(6),6호선,2021042708,22.2,330.0,용산구,11.0
한강진(6),6호선,2021042708,24.0,330.0,용산구,11.0
효창공원앞(6),6호선,2021042708,20.5,330.0,용산구,11.0
삼각지(4),4호선,2021042709,40.1,307.0,용산구,9.0
숙대입구(4),4호선,2021042709,40.2,307.0,용산구,9.0
신용산(4),4호선,2021042709,71.0,307.0,용산구,9.0
이촌(4),4호선,2021042709,66.9,307.0,용산구,9.0
녹사평(6),6호선,2021042709,28.1,330.0,용산구,9.0
삼각지(6),6호선,2021042709,39.1,330.0,용산구,9.0
이태원(6),6호선,2021042709,24.2,330.0,용산구,9.0
한강진(6),6호선,2021042709,25.0,330.0,용산구,9.0
효창공원앞(6),6호선,2021042709,28.4,330.0,용산구,9.0
삼각지(4),4호선,2021042710,33.8,307.0,용산구,10.0
숙대입구(4),4호선,2021042710,29.9,307.0,용산구,10.0
신용산(4),4호선,2021042710,49.5,307.0,용산구,10.0
이촌(4),4호선,2021042710,56.0,307.0,용산구,10.0
녹사평(6),6호선,2021042710,37.4,330.0,용산구,10.0
삼각지(6),6호선,2021042710,34.7,330.0,용산구,10.0
이태원(6),6호선,2021042710,25.0,330.0,용산구,10.0
한강진(6),6호선,2021042710,17.1,330.0,용산구,10.0
효창공원앞(6),6호선,2021042710,21.9,330.0,용산구,10.0
삼각지(4),4호선,2021042711,30.6,307.0,용산구,14.0
숙대입구(4),4호선,2021042711,21.9,307.0,용산구,14.0
신용산(4),4호선,2021042711,45.7,307.0,용산구,14.0
이촌(4),4호선,2021042711,46.6,307.0,용산구,14.0
녹사평(6),6호선,2021042711,42.3,330.0,용산구,14.0
삼각지(6),6호선,2021042711,29.9,330.0,용산구,14.0
이태원(6),6호선,2021042711,22.9,330.0,용산구,14.0
한강진(6),6호선,2021042711,19.9,330.0,용산구,14.0
효창공원앞(6),6호선,2021042711,22.1,330.0,용산구,14.0
삼각지(4),4호선,2021042712,29.4,307.0,용산구,13.0
숙대입구(4),4호선,2021042712,19.2,307.0,용산구,13.0
신용산(4),4호선,2021042712,48.4,307.0,용산구,13.0
이촌(4),4호선,2021042712,43.6,307.0,용산구,13.0
녹사평(6),6호선,2021042712,42.7,330.0,용산구,13.0
삼각지(6),6호선,2021042712,43.3,330.0,용산구,13.0
이태원(6),6호선,2021042712,39.0,330.0,용산구,13.0
한강진(6),6호선,2021042712,27.9,330.0,용산구,13.0
효창공원앞(6),6호선,2021042712,28.8,330.0,용산구,13.0
삼각지(4),4호선,2021042713,37.5,307.0,용산구,13.0
숙대입구(4),4호선,2021042713,27.5,307.0,용산구,13.0
신용산(4),4호선,2021042713,48.7,307.0,용산구,13.0
이촌(4),4호선,2021042713,41.6,307.0,용산구,13.0
녹사평(6),6호선,2021042713,37.4,330.0,용산구,13.0
삼각지(6),6호선,2021042713,37.3,330.0,용산구,13.0
이태원(6),6호선,2021042713,28.2,330.0,용산구,13.0
한강진(6),6호선,2021042713,26.9,330.0,용산구,13.0
효창공원앞(6),6호선,2021042713,38.0,330.0,용산구,13.0
삼각지(4),4호선,2021042714,48.1,307.0,용산구,15.0
숙대입구(4),4호선,2021042714,31.8,307.0,용산구,15.0
신용산(4),4호선,2021042714,45.9,307.0,용산구,15.0
이촌(4),4호선,2021042714,46.9,307.0,용산구,15.0
녹사평(6),6호선,2021042714,53.3,330.0,용산구,15.0
삼각지(6),6호선,2021042714,45.3,330.0,용산구,15.0
이태원(6),6호선,2021042714,41.6,330.0,용산구,15.0
한강진(6),6호선,2021042714,28.4,330.0,용산구,15.0
효창공원앞(6),6호선,2021042714,35.5,330.0,용산구,15.0
삼각지(4),4호선,2021042715,50.5,307.0,용산구,17.0
숙대입구(4),4호선,2021042715,30.8,307.0,용산구,17.0
신용산(4),4호선,2021042715,42.5,307.0,용산구,17.0
이촌(4),4호선,2021042715,46.7,307.0,용산구,17.0
녹사평(6),6호선,2021042715,51.3,330.0,용산구,17.0
삼각지(6),6호선,2021042715,58.6,330.0,용산구,17.0
이태원(6),6호선,2021042715,41.0,330.0,용산구,17.0
한강진(6),6호선,2021042715,34.6,330.0,용산구,17.0
효창공원앞(6),6호선,2021042715,46.4,330.0,용산구,17.0
삼각지(4),4호선,2021042716,49.3,307.0,용산구,14.0
숙대입구(4),4호선,2021042716,27.1,307.0,용산구,14.0
신용산(4),4호선,2021042716,56.0,307.0,용산구,14.0
이촌(4),4호선,2021042716,46.2,307.0,용산구,14.0
녹사평(6),6호선,2021042716,45.2,330.0,용산구,14.0
삼각지(6),6호선,2021042716,63.2,330.0,용산구,14.0
이태원(6),6호선,2021042716,50.6,330.0,용산구,14.0
한강진(6),6호선,2021042716,37.1,330.0,용산구,14.0
효창공원앞(6),6호선,2021042716,46.5,330.0,용산구,14.0
삼각지(4),4호선,2021042717,39.7,307.0,용산구,19.0
숙대입구(4),4호선,2021042717,31.3,307.0,용산구,19.0
신용산(4),4호선,2021042717,48.2,307.0,용산구,19.0
이촌(4),4호선,2021042717,53.5,307.0,용산구,19.0
녹사평(6),6호선,2021042717,48.5,330.0,용산구,19.0
삼각지(6),6호선,2021042717,46.5,330.0,용산구,19.0
이태원(6),6호선,2021042717,34.6,330.0,용산구,19.0
한강진(6),6호선,2021042717,35.8,330.0,용산구,19.0
효창공원앞(6),6호선,2021042717,33.6,330.0,용산구,19.0
삼각지(4),4호선,2021042718,49.0,307.0,용산구,13.0
숙대입구(4),4호선,2021042718,34.7,307.0,용산구,13.0
신용산(4),4호선,2021042718,50.8,307.0,용산구,13.0
이촌(4),4호선,2021042718,80.6,307.0,용산구,13.0
녹사평(6),6호선,2021042718,33.9,330.0,용산구,13.0
삼각지(6),6호선,2021042718,40.4,330.0,용산구,13.0
이태원(6),6호선,2021042718,24.8,330.0,용산구,13.0
한강진(6),6호선,2021042718,28.7,330.0,용산구,13.0
효창공원앞(6),6호선,2021042718,23.8,330.0,용산구,13.0
삼각지(4),4호선,2021042719,50.6,307.0,용산구,9.0
숙대입구(4),4호선,2021042719,36.9,307.0,용산구,9.0
신용산(4),4호선,2021042719,55.2,307.0,용산구,9.0
이촌(4),4호선,2021042719,74.1,307.0,용산구,9.0
녹사평(6),6호선,2021042719,22.2,330.0,용산구,9.0
삼각지(6),6호선,2021042719,42.8,330.0,용산구,9.0
이태원(6),6호선,2021042719,26.1,330.0,용산구,9.0
한강진(6),6호선,2021042719,24.4,330.0,용산구,9.0
효창공원앞(6),6호선,2021042719,24.2,330.0,용산구,9.0
삼각지(4),4호선,2021042720,35.4,307.0,용산구,11.0
숙대입구(4),4호선,2021042720,32.1,307.0,용산구,11.0
신용산(4),4호선,2021042720,58.2,307.0,용산구,11.0
이촌(4),4호선,2021042720,54.5,307.0,용산구,11.0
녹사평(6),6호선,2021042720,21.8,330.0,용산구,11.0
삼각지(6),6호선,2021042720,37.9,330.0,용산구,11.0
이태원(6),6호선,2021042720,25.5,330.0,용산구,11.0
한강진(6),6호선,2021042720,17.4,330.0,용산구,11.0
효창공원앞(6),6호선,2021042720,23.8,330.0,용산구,11.0
삼각지(4),4호선,2021042721,30.6,307.0,용산구,11.0
숙대입구(4),4호선,2021042721,31.3,307.0,용산구,11.0
신용산(4),4호선,2021042721,53.6,307.0,용산구,11.0
이촌(4),4호선,2021042721,50.0,307.0,용산구,11.0
녹사평(6),6호선,2021042721,30.6,330.0,용산구,11.0
삼각지(6),6호선,2021042721,28.3,330.0,용산구,11.0
이태원(6),6호선,2021042721,25.9,330.0,용산구,11.0
한강진(6),6호선,2021042721,18.4,330.0,용산구,11.0
효창공원앞(6),6호선,2021042721,21.3,330.0,용산구,11.0
삼각지(4),4호선,2021042722,25.4,307.0,용산구,10.0
숙대입구(4),4호선,2021042722,24.0,307.0,용산구,10.0
신용산(4),4호선,2021042722,40.9,307.0,용산구,10.0
이촌(4),4호선,2021042722,48.8,307.0,용산구,10.0
녹사평(6),6호선,2021042722,25.7,330.0,용산구,10.0
삼각지(6),6호선,2021042722,25.1,330.0,용산구,10.0
이태원(6),6호선,2021042722,21.3,330.0,용산구,10.0
한강진(6),6호선,2021042722,14.7,330.0,용산구,10.0
효창공원앞(6),6호선,2021042722,16.8,330.0,용산구,10.0
삼각지(4),4호선,2021042723,22.1,307.0,용산구,9.0
숙대입구(4),4호선,2021042723,12.0,307.0,용산구,9.0
신용산(4),4호선,2021042723,31.8,307.0,용산구,9.0
이촌(4),4호선,2021042723,27.3,307.0,용산구,9.0
녹사평(6),6호선,2021042723,26.5,330.0,용산구,9.0
삼각지(6),6호선,2021042723,28.0,330.0,용산구,9.0
이태원(6),6호선,2021042723,19.5,330.0,용산구,9.0
한강진(6),6호선,2021042723,9.3,330.0,용산구,9.0
효창공원앞(6),6호선,2021042723,17.2,330.0,용산구,9.0
쌍문(4),4호선,2021042700,126.5,307.0,도봉구,15.0
쌍문(4),4호선,2021042701,91.6,307.0,도봉구,14.0
쌍문(4),4호선,2021042702,38.0,307.0,도봉구,13.0
쌍문(4),4호선,2021042703,33.6,307.0,도봉구,15.0
쌍문(4),4호선,2021042704,37.6,307.0,도봉구,12.0
쌍문(4),4호선,2021042705,23.5,307.0,도봉구,13.0
쌍문(4),4호선,2021042706,37.6,307.0,도봉구,13.0
쌍문(4),4호선,2021042707,77.0,307.0,도봉구,13.0
쌍문(4),4호선,2021042708,139.5,307.0,도봉구,18.0
쌍문(4),4호선,2021042709,186.3,307.0,도봉구,22.0
쌍문(4),4호선,2021042710,189.8,307.0,도봉구,13.0
쌍문(4),4호선,2021042711,143.5,307.0,도봉구,10.0
쌍문(4),4호선,2021042712,130.4,307.0,도봉구,
쌍문(4),4호선,2021042713,144.7,307.0,도봉구,
쌍문(4),4호선,2021042714,136.6,307.0,도봉구,14.0
쌍문(4),4호선,2021042715,133.4,307.0,도봉구,14.0
쌍문(4),4호선,2021042716,123.1,307.0,도봉구,17.0
쌍문(4),4호선,2021042717,140.8,307.0,도봉구,16.0
쌍문(4),4호선,2021042718,135.5,307.0,도봉구,14.0
쌍문(4),4호선,2021042719,161.6,307.0,도봉구,9.0
쌍문(4),4호선,2021042720,186.8,307.0,도봉구,6.0
쌍문(4),4호선,2021042721,168.7,307.0,도봉구,10.0
쌍문(4),4호선,2021042722,190.1,307.0,도봉구,7.0
쌍문(4),4호선,2021042723,192.4,307.0,도봉구,8.0
강동(5),5호선,2021042700,21.4,438.0,강동구,19.0
고덕(5),5호선,2021042700,27.6,438.0,강동구,19.0
굽은다리(5),5호선,2021042700,23.9,438.0,강동구,19.0
길동(5),5호선,2021042700,18.0,438.0,강동구,19.0
둔촌동(5),5호선,2021042700,22.5,438.0,강동구,19.0
명일(5),5호선,2021042700,28.3,438.0,강동구,19.0
상일동(5),5호선,2021042700,20.6,438.0,강동구,19.0
천호(5),5호선,2021042700,16.6,438.0,강동구,19.0
강동구청(8),8호선,2021042700,28.7,282.0,강동구,19.0
천호(8),8호선,2021042700,18.8,282.0,강동구,19.0
강동(5),5호선,2021042701,11.3,438.0,강동구,21.0
고덕(5),5호선,2021042701,21.9,438.0,강동구,21.0
굽은다리(5),5호선,2021042701,18.6,438.0,강동구,21.0
길동(5),5호선,2021042701,23.2,438.0,강동구,21.0
둔촌동(5),5호선,2021042701,21.7,438.0,강동구,21.0
명일(5),5호선,2021042701,19.1,438.0,강동구,21.0
상일동(5),5호선,2021042701,21.0,438.0,강동구,21.0
천호(5),5호선,2021042701,13.1,438.0,강동구,21.0
강동구청(8),8호선,2021042701,26.2,282.0,강동구,21.0
천호(8),8호선,2021042701,17.3,282.0,강동구,21.0
강동(5),5호선,2021042702,10.9,438.0,강동구,19.0
고덕(5),5호선,2021042702,28.7,438.0,강동구,19.0
굽은다리(5),5호선,2021042702,20.4,438.0,강동구,19.0
길동(5),5호선,2021042702,20.7,438.0,강동구,19.0
둔촌동(5),5호선,2021042702,24.2,438.0,강동구,19.0
명일(5),5호선,2021042702,40.1,438.0,강동구,19.0
상일동(5),5호선,2021042702,24.6,438.0,강동구,19.0
천호(5),5호선,2021042702,17.7,438.0,강동구,19.0
강동구청(8),8호선,2021042702,22.3,282.0,강동구,19.0
천호(8),8호선,2021042702,15.3,282.0,강동구,19.0
강동(5),5호선,2021042703,10.6,438.0,강동구,18.0
고덕(5),5호선,2021042703,22.9,438.0,강동구,18.0
굽은다리(5),5호선,2021042703,26.1,438.0,강동구,18.0
길동(5),5호선,2021042703,22.9,438.0,강동구,18.0
둔촌동(5),5호선,2021042703,23.0,438.0,강동구,18.0
명일(5),5호선,2021042703,35.0,438.0,강동구,18.0
상일동(5),5호선,2021042703,21.3,438.0,강동구,18.0
천호(5),5호선,2021042703,19.9,438.0,강동구,18.0
강동구청(8),8호선,2021042703,15.5,282.0,강동구,18.0
천호(8),8호선,2021042703,14.2,282.0,강동구,18.0
강동(5),5호선,2021042704,12.3,438.0,강동구,19.0
고덕(5),5호선,2021042704,23.0,438.0,강동구,19.0
굽은다리(5),5호선,2021042704,25.6,438.0,강동구,19.0
길동(5),5호선,2021042704,44.5,438.0,강동구,19.0
둔촌동(5),5호선,2021042704,26.6,438.0,강동구,19.0
명일(5),5호선,2021042704,20.9,438.0,강동구,19.0
상일동(5),5호선,2021042704,25.3,438.0,강동구,19.0
천호(5),5호선,2021042704,19.5,438.0,강동구,19.0
강동구청(8),8호선,2021042704,13.3,282.0,강동구,19.0
천호(8),8호선,2021042704,13.8,282.0,강동구,19.0
강동(5),5호선,2021042705,15.4,438.0,강동구,21.0
고덕(5),5호선,2021042705,20.9,438.0,강동구,21.0
굽은다리(5),5호선,2021042705,22.1,438.0,강동구,21.0
길동(5),5호선,2021042705,20.4,438.0,강동구,21.0
둔촌동(5),5호선,2021042705,25.7,438.0,강동구,21.0
명일(5),5호선,2021042705,16.4,438.0,강동구,21.0
상일동(5),5호선,2021042705,20.0,438.0,강동구,21.0
천호(5),5호선,2021042705,17.8,438.0,강동구,21.0
강동구청(8),8호선,2021042705,13.0,282.0,강동구,21.0
천호(8),8호선,2021042705,13.3,282.0,강동구,21.0
강동(5),5호선,2021042706,24.3,438.0,강동구,20.0
고덕(5),5호선,2021042706,21.0,438.0,강동구,20.0
굽은다리(5),5호선,2021042706,23.6,438.0,강동구,20.0
길동(5),5호선,2021042706,12.8,438.0,강동구,20.0
둔촌동(5),5호선,2021042706,26.5,438.0,강동구,20.0
명일(5),5호선,2021042706,18.8,438.0,강동구,20.0
상일동(5),5호선,2021042706,22.3,438.0,강동구,20.0
천호(5),5호선,2021042706,22.3,438.0,강동구,20.0
강동구청(8),8호선,2021042706,20.7,282.0,강동구,20.0
천호(8),8호선,2021042706,15.2,282.0,강동구,20.0
강동(5),5호선,2021042707,34.6,438.0,강동구,20.0
고덕(5),5호선,2021042707,25.6,438.0,강동구,20.0
굽은다리(5),5호선,2021042707,23.8,438.0,강동구,20.0
길동(5),5호선,2021042707,14.8,438.0,강동구,20.0
둔촌동(5),5호선,2021042707,24.7,438.0,강동구,20.0
명일(5),5호선,2021042707,25.8,438.0,강동구,20.0
상일동(5),5호선,2021042707,24.7,438.0,강동구,20.0
천호(5),5호선,2021042707,21.3,438.0,강동구,20.0
강동구청(8),8호선,2021042707,24.9,282.0,강동구,20.0
천호(8),8호선,2021042707,27.0,282.0,강동구,20.0
강동(5),5호선,2021042708,49.2,438.0,강동구,22.0
고덕(5),5호선,2021042708,22.0,438.0,강동구,22.0
굽은다리(5),5호선,2021042708,21.6,438.0,강동구,22.0
길동(5),5호선,2021042708,20.6,438.0,강동구,22.0
둔촌동(5),5호선,2021042708,26.6,438.0,강동구,22.0
명일(5),5호선,2021042708,28.4,438.0,강동구,22.0
상일동(5),5호선,2021042708,23.5,438.0,강동구,22.0
천호(5),5호선,2021042708,34.2,438.0,강동구,22.0
강동구청(8),8호선,2021042708,24.2,282.0,강동구,22.0
천호(8),8호선,2021042708,34.0,282.0,강동구,22.0
강동(5),5호선,2021042709,56.0,438.0,강동구,22.0
고덕(5),5호선,2021042709,20.3,438.0,강동구,22.0
굽은다리(5),5호선,2021042709,19.7,438.0,강동구,22.0
길동(5),5호선,2021042709,15.0,438.0,강동구,22.0
둔촌동(5),5호선,2021042709,24.4,438.0,강동구,22.0
명일(5),5호선,2021042709,18.8,438.0,강동구,22.0
상일동(5),5호선,2021042709,21.4,438.0,강동구,22.0
천호(5),5호선,2021042709,34.3,438.0,강동구,22.0
강동구청(8),8호선,2021042709,21.3,282.0,강동구,22.0
천호(8),8호선,2021042709,37.7,282.0,강동구,22.0
강동(5),5호선,2021042710,39.9,438.0,강동구,14.0
고덕(5),5호선,2021042710,14.7,438.0,강동구,14.0
굽은다리(5),5호선,2021042710,13.7,438.0,강동구,14.0
길동(5),5호선,2021042710,13.8,438.0,강동구,14.0
둔촌동(5),5호선,2021042710,16.1,438.0,강동구,14.0
명일(5),5호선,2021042710,11.8,438.0,강동구,14.0
상일동(5),5호선,2021042710,19.3,438.0,강동구,14.0
천호(5),5호선,2021042710,26.4,438.0,강동구,14.0
강동구청(8),8호선,2021042710,19.1,282.0,강동구,14.0
천호(8),8호선,2021042710,27.0,282.0,강동구,14.0
강동(5),5호선,2021042711,39.8,438.0,강동구,12.0
고덕(5),5호선,2021042711,22.4,438.0,강동구,12.0
굽은다리(5),5호선,2021042711,19.3,438.0,강동구,12.0
길동(5),5호선,2021042711,17.9,438.0,강동구,12.0
둔촌동(5),5호선,2021042711,13.6,438.0,강동구,12.0
명일(5),5호선,2021042711,15.9,438.0,강동구,12.0
상일동(5),5호선,2021042711,18.6,438.0,강동구,12.0
천호(5),5호선,2021042711,23.3,438.0,강동구,12.0
강동구청(8),8호선,2021042711,19.9,282.0,강동구,12.0
천호(8),8호선,2021042711,22.8,282.0,강동구,12.0
강동(5),5호선,2021042712,32.1,438.0,강동구,11.0
고덕(5),5호선,2021042712,18.5,438.0,강동구,11.0
굽은다리(5),5호선,2021042712,8.6,438.0,강동구,11.0
길동(5),5호선,2021042712,16.3,438.0,강동구,11.0
둔촌동(5),5호선,2021042712,11.5,438.0,강동구,11.0
명일(5),5호선,2021042712,18.3,438.0,강동구,11.0
상일동(5),5호선,2021042712,12.5,438.0,강동구,11.0
천호(5),5호선,2021042712,27.7,438.0,강동구,11.0
강동구청(8),8호선,2021042712,24.3,282.0,강동구,11.0
천호(8),8호선,2021042712,53.8,282.0,강동구,11.0
강동(5),5호선,2021042713,38.2,438.0,강동구,6.0
고덕(5),5호선,2021042713,19.4,438.0,강동구,6.0
굽은다리(5),5호선,2021042713,17.8,438.0,강동구,6.0
길동(5),5호선,2021042713,23.8,438.0,강동구,6.0
둔촌동(5),5호선,2021042713,18.6,438.0,강동구,6.0
명일(5),5호선,2021042713,21.6,438.0,강동구,6.0
상일동(5),5호선,2021042713,12.4,438.0,강동구,6.0
천호(5),5호선,2021042713,34.0,438.0,강동구,6.0
강동구청(8),8호선,2021042713,19.8,282.0,강동구,6.0
천호(8),8호선,2021042713,59.3,282.0,강동구,6.0
강동(5),5호선,2021042714,43.0,438.0,강동구,13.0
고덕(5),5호선,2021042714,17.0,438.0,강동구,13.0
굽은다리(5),5호선,2021042714,14.6,438.0,강동구,13.0
길동(5),5호선,2021042714,28.2,438.0,강동구,13.0
둔촌동(5),5호선,2021042714,18.9,438.0,강동구,13.0
명일(5),5호선,2021042714,22.0,438.0,강동구,13.0
상일동(5),5호선,2021042714,15.6,438.0,강동구,13.0
천호(5),5호선,2021042714,45.8,438.0,강동구,13.0
강동구청(8),8호선,2021042714,24.4,282.0,강동구,13.0
천호(8),8호선,2021042714,65.3,282.0,강동구,13.0
강동(5),5호선,2021042715,40.2,438.0,강동구,16.0
고덕(5),5호선,2021042715,21.5,438.0,강동구,16.0
굽은다리(5),5호선,2021042715,23.9,438.0,강동구,16.0
길동(5),5호선,2021042715,24.0,438.0,강동구,16.0
둔촌동(5),5호선,2021042715,21.8,438.0,강동구,16.0
명일(5),5호선,2021042715,25.1,438.0,강동구,16.0
상일동(5),5호선,2021042715,16.4,438.0,강동구,16.0
천호(5),5호선,2021042715,42.9,438.0,강동구,16.0
강동구청(8),8호선,2021042715,26.8,282.0,강동구,16.0
천호(8),8호선,2021042715,62.1,282.0,강동구,16.0
강동(5),5호선,2021042716,39.2,438.0,강동구,21.0
고덕(5),5호선,2021042716,21.2,438.0,강동구,21.0
굽은다리(5),5호선,2021042716,23.8,438.0,강동구,21.0
길동(5),5호선,2021042716,33.6,438.0,강동구,21.0
둔촌동(5),5호선,2021042716,26.5,438.0,강동구,21.0
명일(5),5호선,2021042716,21.1,438.0,강동구,21.0
상일동(5),5호선,2021042716,19.3,438.0,강동구,21.0
천호(5),5호선,2021042716,53.1,438.0,강동구,21.0
강동구청(8),8호선,2021042716,30.9,282.0,강동구,21.0
천호(8),8호선,2021042716,78.0,282.0,강동구,21.0
강동(5),5호선,2021042717,46.9,438.0,강동구,25.0
고덕(5),5호선,2021042717,20.1,438.0,강동구,25.0
굽은다리(5),5호선,2021042717,24.5,438.0,강동구,25.0
길동(5),5호선,2021042717,36.3,438.0,강동구,25.0
둔촌동(5),5호선,2021042717,30.2,438.0,강동구,25.0
명일(5),5호선,2021042717,23.0,438.0,강동구,25.0
상일동(5),5호선,2021042717,22.5,438.0,강동구,25.0
천호(5),5호선,2021042717,42.9,438.0,강동구,25.0
강동구청(8),8호선,2021042717,36.0,282.0,강동구,25.0
천호(8),8호선,2021042717,67.0,282.0,강동구,25.0
강동(5),5호선,2021042718,42.7,438.0,강동구,20.0
고덕(5),5호선,2021042718,19.8,438.0,강동구,20.0
굽은다리(5),5호선,2021042718,22.1,438.0,강동구,20.0
길동(5),5호선,2021042718,24.0,438.0,강동구,20.0
둔촌동(5),5호선,2021042718,21.4,438.0,강동구,20.0
명일(5),5호선,2021042718,23.7,438.0,강동구,20.0
상일동(5),5호선,2021042718,16.9,438.0,강동구,20.0
천호(5),5호선,2021042718,28.4,438.0,강동구,20.0
강동구청(8),8호선,2021042718,26.4,282.0,강동구,20.0
천호(8),8호선,2021042718,32.1,282.0,강동구,20.0
강동(5),5호선,2021042719,39.4,438.0,강동구,15.0
고덕(5),5호선,2021042719,11.0,438.0,강동구,15.0
굽은다리(5),5호선,2021042719,14.6,438.0,강동구,15.0
길동(5),5호선,2021042719,17.1,438.0,강동구,15.0
둔촌동(5),5호선,2021042719,12.6,438.0,강동구,15.0
명일(5),5호선,2021042719,13.8,438.0,강동구,15.0
상일동(5),5호선,2021042719,15.5,438.0,강동구,15.0
천호(5),5호선,2021042719,42.4,438.0,강동구,15.0
강동구청(8),8호선,2021042719,14.8,282.0,강동구,15.0
천호(8),8호선,2021042719,38.8,282.0,강동구,15.0
강동(5),5호선,2021042720,30.1,438.0,강동구,14.0
고덕(5),5호선,2021042720,16.5,438.0,강동구,14.0
굽은다리(5),5호선,2021042720,18.6,438.0,강동구,14.0
길동(5),5호선,2021042720,14.3,438.0,강동구,14.0
둔촌동(5),5호선,2021042720,14.5,438.0,강동구,14.0
명일(5),5호선,2021042720,19.7,438.0,강동구,14.0
상일동(5),5호선,2021042720,18.2,438.0,강동구,14.0
천호(5),5호선,2021042720,33.3,438.0,강동구,14.0
강동구청(8),8호선,2021042720,13.7,282.0,강동구,14.0
천호(8),8호선,2021042720,44.6,282.0,강동구,14.0
강동(5),5호선,2021042721,29.0,438.0,강동구,14.0
고덕(5),5호선,2021042721,22.6,438.0,강동구,14.0
굽은다리(5),5호선,2021042721,14.1,438.0,강동구,14.0
길동(5),5호선,2021042721,12.7,438.0,강동구,14.0
둔촌동(5),5호선,2021042721,15.4,438.0,강동구,14.0
명일(5),5호선,2021042721,14.5,438.0,강동구,14.0
상일동(5),5호선,2021042721,22.4,438.0,강동구,14.0
천호(5),5호선,2021042721,28.2,438.0,강동구,14.0
강동구청(8),8호선,2021042721,18.9,282.0,강동구,14.0
천호(8),8호선,2021042721,30.6,282.0,강동구,14.0
강동(5),5호선,2021042722,24.7,438.0,강동구,12.0
고덕(5),5호선,2021042722,22.5,438.0,강동구,12.0
굽은다리(5),5호선,2021042722,14.2,438.0,강동구,12.0
길동(5),5호선,2021042722,17.9,438.0,강동구,12.0
둔촌동(5),5호선,2021042722,15.1,438.0,강동구,12.0
명일(5),5호선,2021042722,15.0,438.0,강동구,12.0
상일동(5),5호선,2021042722,18.2,438.0,강동구,12.0
천호(5),5호선,2021042722,30.5,438.0,강동구,12.0
강동구청(8),8호선,2021042722,14.3,282.0,강동구,12.0
천호(8),8호선,2021042722,27.4,282.0,강동구,12.0
강동(5),5호선,2021042723,22.1,438.0,강동구,16.0
고덕(5),5호선,2021042723,25.0,438.0,강동구,16.0
굽은다리(5),5호선,2021042723,14.4,438.0,강동구,16.0
길동(5),5호선,2021042723,15.9,438.0,강동구,16.0
둔촌동(5),5호선,2021042723,15.3,438.0,강동구,16.0
명일(5),5호선,2021042723,14.2,438.0,강동구,16.0
상일동(5),5호선,2021042723,14.6,438.0,강동구,16.0
천호(5),5호선,2021042723,25.6,438.0,강동구,16.0
강동구청(8),8호선,2021042723,20.1,282.0,강동구,16.0
천호(8),8호선,2021042723,35.0,282.0,강동구,16.0
개화산(5),5호선,2021042700,27.7,438.0,강서구,17.0
김포공항(5),5호선,2021042700,19.9,438.0,강서구,17.0
까치산(5),5호선,2021042700,22.4,438.0,강서구,17.0
발산(5),5호선,2021042700,32.0,438.0,강서구,17.0
방화(5),5호선,2021042700,29.1,438.0,강서구,17.0
송정(5),5호선,2021042700,28.5,438.0,강서구,17.0
우장산(5),5호선,2021042700,33.8,438.0,강서구,17.0
화곡(5),5호선,2021042700,25.5,438.0,강서구,17.0
개화산(5),5호선,2021042701,27.0,438.0,강서구,17.0
김포공항(5),5호선,2021042701,17.0,438.0,강서구,17.0
까치산(5),5호선,2021042701,20.2,438.0,강서구,17.0
발산(5),5호선,2021042701,27.0,438.0,강서구,17.0
방화(5),5호선,2021042701,26.1,438.0,강서구,17.0
송정(5),5호선,2021042701,20.0,438.0,강서구,17.0
우장산(5),5호선,2021042701,33.4,438.0,강서구,17.0
화곡(5),5호선,2021042701,19.3,438.0,강서구,17.0
개화산(5),5호선,2021042702,28.3,438.0,강서구,14.0
김포공항(5),5호선,2021042702,17.3,438.0,강서구,14.0
까치산(5),5호선,2021042702,19.7,438.0,강서구,14.0
발산(5),5호선,2021042702,19.9,438.0,강서구,14.0
방화(5),5호선,2021042702,24.3,438.0,강서구,14.0
송정(5),5호선,2021042702,21.9,438.0,강서구,14.0
우장산(5),5호선,2021042702,35.4,438.0,강서구,14.0
화곡(5),5호선,2021042702,17.4,438.0,강서구,14.0
개화산(5),5호선,2021042703,25.8,438.0,강서구,17.0
김포공항(5),5호선,2021042703,19.6,438.0,강서구,17.0
까치산(5),5호선,2021042703,24.5,438.0,강서구,17.0
발산(5),5호선,2021042703,19.7,438.0,강서구,17.0
방화(5),5호선,2021042703,22.9,438.0,강서구,17.0
송정(5),5호선,2021042703,22.3,438.0,강서구,17.0
우장산(5),5호선,2021042703,26.1,438.0,강서구,17.0
화곡(5),5호선,2021042703,19.2,438.0,강서구,17.0
개화산(5),5호선,2021042704,21.4,438.0,강서구,19.0
김포공항(5),5호선,2021042704,17.2,438.0,강서구,19.0
까치산(5),5호선,2021042704,25.9,438.0,강서구,19.0
발산(5),5호선,2021042704,19.8,438.0,강서구,19.0
방화(5),5호선,2021042704,20.3,438.0,강서구,19.0
송정(5),5호선,2021042704,17.1,438.0,강서구,19.0
우장산(5),5호선,2021042704,21.0,438.0,강서구,19.0
화곡(5),5호선,2021042704,15.4,438.0,강서구,19.0
